Label,Component,ED [kW]
all_real,pump,1.263145
all_real,eva,60.869057
all_real,ihx,7.214206
all_real,exp,17.13176
all_real,cond,30.006072
all_real,tot,116.484239
all_ideal,pump,0.0
all_ideal,eva,0.0
all_ideal,ihx,0.0
all_ideal,exp,0.0
all_ideal,cond,0.03255
all_ideal,tot,0.03255
pump,pump,1.463617
pump,eva,-0.0
pump,ihx,0.0
pump,exp,0.0
pump,cond,0.039216
pump,tot,1.502833
eva,pump,-0.0
eva,eva,62.688823
eva,ihx,0.0
eva,exp,-0.0
eva,cond,0.029806
eva,tot,62.718628
ihx,pump,-0.0
ihx,eva,-0.0
ihx,ihx,4.156664
ihx,exp,0.0
ihx,cond,0.334364
ihx,tot,4.491027
exp,pump,0.0
exp,eva,-0.0
exp,ihx,-0.0
exp,exp,21.25058
exp,cond,0.032679
exp,tot,21.283259
cond,pump,0.0
cond,eva,0.0
cond,ihx,0.0
cond,exp,-0.0
cond,cond,27.786554
cond,tot,27.786554
pump_eva,pump,1.300772
pump_eva,eva,62.668286
pump_eva,ihx,-0.0
pump_eva,exp,0.0
pump_eva,cond,0.035298
pump_eva,tot,64.004356
pump_ihx,pump,1.487692
pump_ihx,eva,-0.0
pump_ihx,ihx,4.127198
pump_ihx,exp,0.0
pump_ihx,cond,0.355346
pump_ihx,tot,5.970236
pump_exp,pump,1.466098
pump_exp,eva,0.0
pump_exp,ihx,-0.0
pump_exp,exp,21.25653
pump_exp,cond,0.039307
pump_exp,tot,22.761935
pump_cond,pump,1.425549
pump_cond,eva,-0.0
pump_cond,ihx,-0.0
pump_cond,exp,0.0
pump_cond,cond,27.820699
pump_cond,tot,29.246248
eva_ihx,pump,0.0
eva_ihx,eva,63.752297
eva_ihx,ihx,5.124862
eva_ihx,exp,-0.0
eva_ihx,cond,0.338199
eva_ihx,tot,69.215358
eva_exp,pump,0.0
eva_exp,eva,61.805854
eva_exp,ihx,0.0
eva_exp,exp,20.122376
eva_exp,cond,0.029827
eva_exp,tot,81.958057
eva_cond,pump,0.0
eva_cond,eva,60.859343
eva_cond,ihx,-0.0
eva_cond,exp,-0.0
eva_cond,cond,29.211289
eva_cond,tot,90.070631
ihx_exp,pump,0.0
ihx_exp,eva,-0.0
ihx_exp,ihx,5.122174
ihx_exp,exp,20.819442
ihx_exp,cond,0.339074
ihx_exp,tot,26.28069
ihx_cond,pump,-0.0
ihx_cond,eva,0.0
ihx_cond,ihx,5.079933
ihx_cond,exp,-0.0
ihx_cond,cond,28.088587
ihx_cond,tot,33.16852
exp_cond,pump,0.0
exp_cond,eva,0.0
exp_cond,ihx,0.0
exp_cond,exp,18.996574
exp_cond,cond,28.231296
exp_cond,tot,47.22787
pump_unavoid,pump,0.622527
pump_unavoid,eva,60.871034
pump_unavoid,ihx,7.230399
pump_unavoid,exp,17.131201
pump_unavoid,cond,29.985038
pump_unavoid,tot,115.8402
eva_unavoid,pump,1.415885
eva_unavoid,eva,47.491297
eva_unavoid,ihx,6.533635
eva_unavoid,exp,18.630893
eva_unavoid,cond,29.723196
eva_unavoid,tot,103.794906
ihx_unavoid,pump,1.246855
ihx_unavoid,eva,60.822923
ihx_unavoid,ihx,5.668763
ihx_unavoid,exp,17.260893
ihx_unavoid,cond,29.791383
ihx_unavoid,tot,114.790816
exp_unavoid,pump,1.265182
exp_unavoid,eva,60.934637
exp_unavoid,ihx,6.907302
exp_unavoid,exp,11.997496
exp_unavoid,cond,29.879855
exp_unavoid,tot,110.984472
cond_unavoid,pump,1.31962
cond_unavoid,eva,61.629706
cond_unavoid,ihx,6.550561
cond_unavoid,exp,19.043894
cond_unavoid,cond,12.117935
cond_unavoid,tot,100.661716
