label,eta
optimal_all_real,0.1245440578482507
optimal_eva_ihx,0.1540153119797386
optimal_eva_cond,0.142208459919719
optimal_pump_unavoid,0.1251401274773247
optimal_exp_cond,0.2056410045845941
optimal_eva_unavoid,0.1302071683743014
optimal_ihx_cond,0.2233523560719483
optimal_eva,0.1576217749580142
optimal_pump_eva,0.1564987098732743
optimal_cond,0.2228414766570425
optimal_pump_cond,0.2214815224580802
optimal_ihx_exp,0.2302499720206992
optimal_eva_exp,0.1436403933591396
optimal_pump_ihx,0.2474336058643489
optimal_ihx,0.2487855862704147
optimal_ihx_unavoid,0.126450401319971
optimal_exp_unavoid,0.1284758227377158
optimal_cond_unavoid,0.1332309288392484
optimal_all_ideal,0.247963510502736
optimal_pump,0.2466290299749639
optimal_exp,0.2293565391604781
optimal_pump_exp,0.2280058324861789
optimal_all_real,0.1245440578482507
optimal_eva_ihx,0.1540153119797386
optimal_eva_cond,0.142208459919719
optimal_pump_unavoid,0.1251401274773247
optimal_exp_cond,0.2056410045845941
optimal_eva_unavoid,0.1302071683743014
optimal_ihx_cond,0.2233523560719483
optimal_eva,0.1576217749580142
optimal_pump_eva,0.1564987098732743
optimal_cond,0.2228414766570425
optimal_ihx_exp,0.2302499720206992
optimal_pump_cond,0.2214815224580802
optimal_eva_exp,0.1436403933591396
optimal_ihx,0.2487855862704147
optimal_pump_ihx,0.2474336058643489
optimal_ihx_unavoid,0.126450401319971
optimal_exp_unavoid,0.1284758227377158
optimal_cond_unavoid,0.1332309288392484
optimal_exp,0.2293565391604781
optimal_pump,0.2466290299749639
optimal_all_ideal,0.247963510502736
optimal_all_real,0.1245440578482507
optimal_eva_ihx,0.1540153119797386
optimal_eva_cond,0.142208459919719
optimal_pump_unavoid,0.1251401274773247
optimal_exp_cond,0.2056410045845941
optimal_eva_unavoid,0.1302071683743014
optimal_ihx_cond,0.2233523560719483
optimal_cond,0.2228414766570425
optimal_ihx_exp,0.2302499720206992
optimal_eva,0.1576217749580142
optimal_pump_cond,0.2214815224580802
optimal_pump_eva,0.1564987098732743
optimal_eva_exp,0.1436403933591396
optimal_pump_ihx,0.2474336058643489
optimal_ihx,0.2487855862704147
optimal_ihx_unavoid,0.126450401319971
optimal_exp_unavoid,0.1284758227377158
optimal_cond_unavoid,0.1332309288392484
optimal_pump,0.2466290299749639
optimal_all_ideal,0.247963510502736
optimal_pump_exp,0.2280058324861789
optimal_exp,0.2293565391604781
optimal_all_real,0.1245440578482507
optimal_eva_ihx,0.1540153119797386
optimal_eva_cond,0.142208459919719
optimal_pump_unavoid,0.1253686802067835
optimal_exp_cond,0.2056410045845941
optimal_eva_unavoid,0.1302071683743014
optimal_ihx_cond,0.2233523560719483
optimal_eva,0.1576217749580142
optimal_pump_cond,0.2214815224580802
optimal_cond,0.2228414766570425
optimal_pump_eva,0.1564987098732743
optimal_ihx_exp,0.2302499720206992
optimal_pump_ihx,0.2474336058643489
optimal_eva_exp,0.1436403933591396
optimal_ihx_unavoid,0.126450401319971
optimal_exp_unavoid,0.1310800666394767
optimal_cond_unavoid,0.1332309288392484
optimal_exp,0.2293565391604781
optimal_pump_exp,0.2280058324861789
optimal_pump,0.2466290299749639
optimal_all_ideal,0.247963510502736
optimal_all_real,0.1245440578482507
optimal_eva_ihx,0.1540153119797386
optimal_pump_unavoid,0.1253686802067835
optimal_eva_cond,0.1422084615959339
optimal_ihx_cond,0.2233523560719483
optimal_eva,0.1576217749580142
optimal_pump_eva,0.1564987098732743
optimal_ihx_exp,0.2302499720206992
optimal_eva_exp,0.1436403933591396
optimal_pump_ihx,0.2474336058643489
optimal_eva_unavoid,0.1302071683743014
optimal_ihx,0.2487855862704147
optimal_ihx_unavoid,0.126450401319971
optimal_exp_cond,0.2056410067779976
optimal_exp_unavoid,0.1310800666394767
optimal_cond_unavoid,0.1332309288392484
optimal_cond,0.2228414789930932
optimal_pump_cond,0.2214815247934372
optimal_all_ideal,0.247963510502736
optimal_pump,0.2466290299749639
optimal_exp,0.2293565391604781
